text;class
Bym była tylko Twoja;discopolo
Pragnieniem mym na zawsze jesteś Ty;discopolo
Zasypiać chcę przy Tobie;discopolo
W mym sercu poczuć ogień;discopolo
Co robić mam by zawsze z Tobą być;discopolo
Byś tulił mnie w ramionach;discopolo
Bym była tylko Twoja;discopolo
Pragnieniem mym na zawsze jesteś Ty;discopolo
Zasypiać chcę przy Tobie;discopolo
W mym sercu poczuć ogień;discopolo
Co zrobić mam by zawsze z Tobą być / 2;discopolo
Miło Ciebie poznać, gdzie ty byłeś?;discopolo
Mogę Ci pokazać niesamowite rzeczy;discopolo
Magię, szaleństwo, niebo, grzech;discopolo
Widziałam cię tam i pomyślałam sobie;discopolo
"O mój Boże, popatrz na tą twarz;discopolo
Wyglądasz jak mój następny błąd;discopolo
Miłość jest grą, chcesz w nią się pobawić?";discopolo
Nowe pieniądze, marynarka i krawat;discopolo
Mogę cię czytać jak magazyn;discopolo
Czy to nie zabawne? Plotki latają;discopolo
I ty wiesz, że słyszałeś o mnie;discopolo
Więc, hej, bądźmy przyjaciółmi;discopolo
Umieram z ciekawości, jak to się skończy;discopolo
Złap za paszport i moją rękę;discopolo
Więc to będzie na zawsze;discopolo
Albo zginie to w płomieniach;discopolo
Możesz mi powiedzieć, kiedy to się skończy, hmm;discopolo
Jeżeli uczucie było warte bólu;discopolo
Mam długą listę moich ex-kochanków;discopolo
Oni Ci powiedzą, że jestem szalona;discopolo
Bo wiesz, że kochają graczy;discopolo
A ty kochasz tą grę;discopolo
Bo jesteśmy młodzi i lekkomyślni;discopolo
To zajdzie zbyt daleko;discopolo
To pozostawi cię w bezdechu, hmm;discopolo
Albo z brzydką blizną;discopolo
Mam długą listę moich ex-kochanków;discopolo
Oni Ci powiedzą, że jestem szalona;discopolo
Ale mam pustą przestrzeń, złotko;discopolo
I w niej wpiszę twe imię;discopolo
Wiśniowe usta, kryształowe nieba;discopolo
Mogę Ci pokazać niesamowite rzeczy;discopolo
Skradzione buziaki, słodkie kłamstewka;discopolo
Jesteś królem, złotko, a ja twoją królową;discopolo
Dowiedz czego ty chcesz;discopolo
Bądź tą dziewczyną przez tydzień;discopolo
Zaraz, przecież najgorsze nadejdzie, o nie;discopolo
Krzyki, płacze, wielkie kłótnie;discopolo
Mogę zrujnować twoje wszystkie plany;discopolo
To różany ogród pełen kolców;discopolo
Sprawię, żebyś myślał sobie;discopolo
"O mój Boże, kim ona jest?";discopolo
Upijam się tą zazdrością;discopolo
Więc to będzie na zawsze;discopolo
Albo zginie to w płomieniach;discopolo
Możesz mi powiedzieć, kiedy to się skończy, hmm;discopolo
Jeżeli uczucie było warte bólu;discopolo
Mam długą listę moich ex-kochanków;discopolo
Oni Ci powiedzą, że jestem szalona;discopolo
Bo wiesz, że kochają graczy;discopolo
A ty kochasz tą grę;discopolo
Bo jesteśmy młodzi i lekkomyślni (Oh-oh-ooh);discopolo
To zajdzie zbyt daleko;discopolo
To pozostawi cię w bezdechu, hmm (Oh);discopolo
Albo z brzydką blizną;discopolo
Mam długą listę moich ex-kochanków;discopolo
Oni Ci powiedzą, że jestem szalona (-lona);discopolo
Ale mam pustą przestrzeń, złotko;discopolo
I w niej wpiszę twe imię;discopolo
Nie mów, że nie mówiłam, że Cię nie ostrzegałam;discopolo
Więc to będzie na zawsze;discopolo
Albo zginie to w płomieniach;discopolo
Jeżeli uczucie było warte bólu;discopolo
Mam długą listę moich ex-kochanków;discopolo
Bo wiesz, że kochają graczy;discopolo
A ty kochasz tą grę (Tą grę, eh-eh-eh);discopolo
Bo jesteśmy młodzi i lekkomyślni;discopolo
To zajdzie zbyt daleko (Ooh, ooh);discopolo
To pozostawi cię w bezdechu, hmm;discopolo
Albo z brzydką blizną (Albo brzydką blizną);discopolo
Mam długą listę moich ex-kochanków;discopolo
Ale mam pustą przestrzeń, złotko;discopolo
I w niej wpiszę twe imię;discopolo
Wykończy mnie ten świat, nie mam co mamie dać;discopolo
Chciałbym być raz na czas;discopolo
Pełna lodówka, a nie ma czego wrzucić do mordy;discopolo
Od braku topa jestem rozkojarzony;discopolo
Piszę linie na siebie, to nie minie mi z wiekiem;discopolo
I musimy grać o to samo za bezcen;discopolo
A kiedy przyjdą po Ciebie;discopolo
To musisz im mówić, że jesteś ode mnie;discopolo
Czy na jej cipę piękną, wypłynę - oni ze mną;discopolo
Wypłynę - ona nie, bo słabe chmury jak Logic;discopolo
Ja palę tak jak smoki, ona robi za nie lodzik;discopolo
Małe cyfry, ale kręcę tym;discopolo
Bo jak małe wyświetlenia są oznaką braku skilla;discopolo
Przyjacielu jaka jest za Ciebie cena?;discopolo
I nie udaję patusa nawet jak jadę po zioło;discopolo
Zawsze chciałem mieć pod sceną pogo;discopolo
Niech się buja Olsztyn jak nie chce Morąg;discopolo
Moje grono znika w mgnieniu oka jak Malediwy;discopolo
Chyba nie wyjdę stąd żywy;discopolo
Ale żyje się raz, dlatego chwilę mi daj;discopolo
Dla Ciebie zmienię ten świat;discopolo
Ale żyje się raz, dlatego chwilę mi daj;discopolo
Dla Ciebie zmienię ten hmmm;discopolo
Wykończy mnie ten świat, nie mam co mamie dać;discopolo
Chciałbym być raz na czas;discopolo
Wykończy mnie ten świat, nie mam co mamie dać;discopolo
Chciałbym być raz na czas;discopolo
Jakie złote góry? Jakie złote globy?;discopolo
Mam tu własną jazdę, daj mi tor wyścigowy;discopolo
Jeden ziomo robi drill, drugi ziomo woli oldy;discopolo
Wszystkie litry krwi poszły na marne;discopolo
Tylko szybki deal pod Lewiatanem;discopolo
Ciągle bis i bis, wolę kabaret;discopolo
Proszę wyjmij prawdę z siebie, nie chcę bajek;discopolo
W świecie, w którym mam tu swoją Bajkę w łapie;discopolo
Bo ja chcę żyć, ale boję się go;discopolo
Wolę udawać chłopie niemego;discopolo
Ale żyje się raz, dlatego chwilę mi daj;discopolo
Dla Ciebie zmienię ten świat;discopolo
Ale żyje się raz, dlatego chwilę mi daj;discopolo
Dla Ciebie zmienię ten hmmm;discopolo
Wykończy mnie ten świat, nie mam co mamie dać;discopolo
Chciałbym być raz na czas;discopolo
Wykończy mnie ten świat, nie mam co mamie dać;discopolo
Chciałbym być raz na czas;discopolo
(Jestem na dworze sam);discopolo
Gibona w łapie mam, a zgasić go nie mogę;discopolo
Odchodzę w ciemny las, rozświetlam fonem drogę;discopolo
I widzę jedną z dam, przy której tracę mowę;discopolo
Zaparzę se herbatę, nie kurwa żadne latte;discopolo
I puka, i puka, i puka ktoś do drzwi;discopolo
I widzę panią co skradła serce mi;discopolo
Ona by tak chciała być tu ze mną;discopolo
Kręcić blanty po czym liczyć bankroll;discopolo
Ona by tak chciała tańczyć ze mną;discopolo
Późną nocą, kiedy gwiazdy wzejdą;discopolo
Ona by tak chciała być tu ze mną;discopolo
Kręcić blanty po czym liczyć bankroll;discopolo
Ona by tak chciała tańczyć ze mną;discopolo
Późną nocą, kiedy gwiazdy wzejdą;discopolo
Siada na kanapie i patrzy prosto w oczy;discopolo
Ja patrzę jej na dupę, bo po coś przyszła w nocy;discopolo
Widzi tam coś we mnie, może ten napis z boku;discopolo
Że napierdalamy we dnie, choć wolimy po zmroku;discopolo
Płyniemy jak rakieta, posypana mocna feta (Feta);discopolo
Kapitan tego statku co prowadzi się jak beta;discopolo
Podbija nowe lądy i podaje baty w przekaz;discopolo
Pod pokładem mamy składy gazowanego nektaru;discopolo
Którym ludzie za Uralem leczyli siebie z udaru;discopolo
Ona by tak chciała być tu ze mną;discopolo
Kręcić blanty po czym liczyć bankroll;discopolo
Ona by tak chciała tańczyć ze mną;discopolo
Późną nocą, kiedy gwiazdy wzejdą;discopolo
Ona by tak chciała być tu ze mną;discopolo
Kręcić blanty po czym liczyć bankroll;discopolo
Ona by tak chciała tańczyć ze mną;discopolo
Późną nocą, kiedy gwiazdy wzejdą;discopolo
Napierdalamy w Gdańsku;discopolo
Napierdalamy w Wawce;discopolo
Napierdalamy w Łodzi;discopolo
Napierdalamy zawsze;discopolo
Napierdalamy w Białym;discopolo
Napierdalamy w Włocku;discopolo
Napierdalamy w Stanach;discopolo
Napierdalamy w Płocku;discopolo
Napierdalamy w Gdańsku;discopolo
Napierdalamy w Wawce;discopolo
Napierdalamy w Łodzi;discopolo
Napierdalamy zawsze;discopolo
Napierdalamy w Białym;discopolo
Napierdalamy w Włocku;discopolo
Napierdalamy w Stanach;discopolo
Napierdalamy w Płocku;discopolo
Ona by tak chciała być tu ze mną;discopolo
Kręcić blanty po czym liczyć bankroll;discopolo
Ona by tak chciała tańczyć ze mną;discopolo
Późną nocą, kiedy gwiazdy wzejdą;discopolo
Ona by chciała być tu ze mną;discopolo
Kręcić blanty po czym liczyć bankroll;discopolo
Ona by tak chciała tańczyć ze mną;discopolo
Późną nocą, kiedy gwiazdy wzejdą;discopolo
Ona tu jest i tańczy dla mnie;discopolo
Bo dobrze to wie, że porwę ją;discopolo
I w sercu schowam na dnie;discopolo
Moja dziewczyna patrzy często w oczy me;discopolo
I nie ukrywam sprawia to przyjemność;discopolo
Jak ją kocham tylko moje serce wie;discopolo
Gdy mnie całuje, oddałbym niejedno;discopolo
Jej ramiona ukojeniem dla mnie są;discopolo
Bo przy niej czuję jak smakuje miłość;discopolo
I każdą chwilę pragnę ofiarować, bo;discopolo
Jest tego warta, nic się nie zmieniło;discopolo
Bo ja pragnę jej jej, bo pragnę jej jej, booo..;discopolo
Nie odpisałem tej piździe;discopolo
Wyłączyłem telefon na tydzień;discopolo
Poza tym jestem kotem jak lygrys;discopolo
Zrobiłem trzy hity i poszedłem niszczyć łeb;discopolo
Praca, nie piknik, gościu koło mnie to bystry łeb;discopolo
Jestem winny i blok będzie dumny;discopolo
Nie sprawdziłbym kurwa, co dziś robi kret;discopolo
Nie mów mi "bracie", to nie moja krew;discopolo
Profil to strateg, chcesz przekonać się?;discopolo
Wysyłacie jakieś dissy na mnie;discopolo
Nic nie poczułem, nawet się nie obdarłem;discopolo
Piksę zjadłem, przynosi bletki biznes partner;discopolo
Wyjebane na hajsy, ej;discopolo
Nic mnie nie boli, smaruję za paczkę;discopolo
Kapeć chce hajsy bez ruchów;discopolo
Na marzeniach chcę budować wiarę;discopolo
Czasem jak patrzę na mordy;discopolo
To miałbym ochotę stąd odbić jak najdalej;discopolo
Czasem jak grochem o ścianę;discopolo
Nie ma co gadać do słupa;discopolo
Ty nie potrafisz obsłużyć Facebooka;discopolo
A chciałbyś tutaj za to ruchać;discopolo
Co jest kurwa, łapię te chwile;discopolo
Nawet jeśli to jest tylko sekunda;discopolo
Tyle ścieżek dookoła mnie mam;discopolo
Tyle ścieżek dookoła mnie jest;discopolo
Jak będę miał diamenty, to będą VVS;discopolo
Jestem głęboko w tym, nie wiem, gdzie;discopolo
Nie mogę wyjść, pokaż się;discopolo
Jak widzę biedę to mówię jeej;discopolo
Zero wspólnego ze mną, i to i to i to wiecie;discopolo
I to i to i to wiecie;discopolo
Nie ma chwili na trzeźwo, moi ludzie chcą drewno;discopolo
Nasza muzyka sedno, twoja muzyka dno;discopolo
Tyle ścieżek dookoła mnie mam;discopolo
Tyle ścieżek dookoła mnie jest;discopolo
My znamy siebie z podwórka;discopolo
To nie tak, że byliśmy dla siebie obcy;discopolo
Pamiętam cię dobrze z podwórka;discopolo
Patrzyli na ciebie wszyscy chłopcy;discopolo
Tu szybka gotówka tych z wyższych sfer;discopolo
Przy tobie nie czułem się gorszy;discopolo
Choć nie miałem nie wiele przy sobie;discopolo
Tylko brudny hajs, a w sobie bunt;discopolo
Wiesz, byłaś po prostu bliżej lubiłem twój głos;discopolo
Nie chciałem być tylko na twoje rany;discopolo
Chciałem mieć ciebie jak wtedy blisko;discopolo
Pamiętam ciebie z tamtych czasów;discopolo
Od tego nam mija już druga dekada;discopolo
Długo nie mieliśmy dla siebie czasu;discopolo
Tamto w głowie jest tylko w obrazach;discopolo
Wiem, często wybaczasz mi moje błędy;discopolo
Odkąd zobaczyłem ciebie;discopolo
Nie mogę jeść, nie mogę spać;discopolo
Jak do tego doszło? Nie wiem;discopolo
Miłość o sobie dała znać;discopolo
Co poradzić mogę na to;discopolo
Że miłość przyszła właśnie dziś;discopolo
Że w sercu mym jest lato;discopolo
A w moich myślach jesteś ty;discopolo
Przez twe oczy, twe oczy zielone, oszalałem;discopolo
Gwiazdy chyba twym oczom oddały, cały blask;discopolo
A ja serce miłości spragnione ci oddałem;discopolo
Tak zakochać, zakochać się można tylko raz;discopolo
W mych ramionach cię ukryję;discopolo
U stóp ci złożę cały świat;discopolo
Serce me dla ciebie bije;discopolo
I czeka na twój mały znak;discopolo
Jeden uśmiech twój wystarczy;discopolo
I moje serce gubi rytm;discopolo
O twą miłość będę walczył;discopolo
O miłość walczyć to nie wstyd;discopolo
Przez twe oczy, twe oczy zielone, oszalałem;discopolo
Gwiazdy chyba twym oczom oddały, cały blask;discopolo
A ja serce miłości spragnione ci oddałem;discopolo
Tak zakochać, zakochać się można tylko raz;discopolo
Przez twe oczy, twe oczy zielone, oszalałem;discopolo
Gwiazdy chyba twym oczom oddały, cały blask;discopolo
A ja serce miłości spragnione ci oddałem;discopolo
Tak zakochać, zakochać się można tylko raz;discopolo
Żeby mieć ją wystarczyło mieć jakąś flaszke;discopolo
Jakiegoś jointa, paczke tanich szlugów z filtrem;discopolo
I tyle tylko żeby poświęciła Tobie chwilke;discopolo
Nie była wilkiem, nie była sprytna jak lis;discopolo
Ale potrafiła sprawdzić byś zapomniał co to zwis;discopolo
Jak zabawka, Gierka i nie tylko w parach;discopolo
Z kumplami przy wódeczce zespołowe bara bara;discopolo
Fakt, może nie była piękna ale;discopolo
Jeśli chodzi o jebanie to zamykała skale;discopolo
Jej imię dobrze znane skurwysynom z podwórka;discopolo
A częściej niż Agnieszka to mówiono o niej kurwa;discopolo
Co u niej? Pewnie na spacerze z wózkiem w parku;discopolo
Patrząc na córeczkę myśli - Kim jest kurwa tatuś?;discopolo
Gdzie jest tatuś? Zapyta mała za lat kilka;discopolo
Nieznany tatuś córki zwykłej kurwy z blokowiska;discopolo
Rozpieszczona młoda siksa z plikiem hajsu od mamy;discopolo
Koks, czarny wolker plus jebanie w toalecie;discopolo
Poznała typa, postawił drinka posypał;discopolo
Dupie z którą potem jakiś czas się spotykał;discopolo
Ona myślała że znalazła księcia wreszcie;discopolo
Kiedy obiecał że zabierze ją na wycieczkę;discopolo
Niech będzie Paryż, miasto miłości i wina;discopolo
Co wieczór seks, hotel i najlepsza kokaina;discopolo
Kiepski finał, jej maczo i dwóch innych dupków;discopolo
Czekało już w hotelu kiedy wróciła z zakupów;discopolo
Co u niej? Ciągle w jest Paryżu już rok;discopolo
Na wystawie ją zobaczysz, wciąż przyciąga wzrok;discopolo
Kiedyś dama, dziś kurwa, sama w wielkim mieście;discopolo
Znam ją ciut, bo od roku wynajmuje tu mieszkanie;discopolo
Uprzejma i zawsze miła, zawsze uśmiechnięta;discopolo
Ubrana raczej skromnie, lecz pomimo tego piękna;discopolo
Widziałem w klubie ją, stała sama z drikniem;discopolo
Podbiłem się przywitać i pogadaliśmy chwilkę;discopolo
Mówiła coś, że nie może się odnaleźć;discopolo
Słuchałem jej, ale byłem najebany;discopolo
Więc odpuściłem temat, zawinąłem się z kumplami;discopolo
Jakiś czas temu przeglądałem roksa.pl;discopolo
Sprawdzałem jakie dupy. Ich wiek i ich cenę;discopolo
Kurwy, z góry na dół kurwy od wzięcia;discopolo
Między nimi ona - studentka z sąsiedztwa;discopolo
To kurwa, mimo że wzór na uczelni;discopolo
Też kurwa, choć trochę inna kurwa od poprzednich;discopolo
Brakuje mi twojego wzroku kiedy w głowie masz nas;discopolo
Myślę o tym kiedy jadę na gig;discopolo
Doskonale wiesz, że liczę na;discopolo
Brakuje mi twojego wzroku kiedy w głowie masz nas;discopolo
Myślę o tym kiedy jadę na gig;discopolo
Doskonale wiesz, że liczę na bis;discopolo
Brakuje mi twojego wzroku kiedy w głowie masz nas;discopolo
Myślę o tym kiedy jadę na gig;discopolo
Doskonale wiesz, że liczę na bis;discopolo
I czego bym nie zrobił choćbym chciał;discopolo
Nie mogę zapomnieć fenomenu twoich ust;discopolo
Kroczy za mną, czuję kroki mojej femme fatale;discopolo
Nie mogę wyrzucić ciebie z głowy już;discopolo
W bani zazwyczaj mam bzdury, muzykę;discopolo
I to, że Ci zrobię na obiad przepyszne;discopolo
Jaką masz szminkę na dziś, nieważne;discopolo
To nie karnawał, ale z Tobą tańczę;discopolo
Niech żyje moja sztuka, całus;discopolo
Brakuje mi twojego wzroku kiedy w głowie masz nas;discopolo
Myślę o tym kiedy jadę na gig;discopolo
Doskonale wiesz, że liczę na bis;discopolo
Brakuje mi twojego wzroku kiedy w głowie masz nas;discopolo
Myślę o tym kiedy jadę na gig;discopolo
Doskonale wiesz, że liczę na bis;discopolo
Rozpierdol muzę na cały zycher;discopolo
Dzisiaj mam w chuju czy policja przyjdzie;discopolo
Idziemy grubo, trzęsą się ściany;discopolo
Ktoś dostał w pizdę, leży rozjebany;discopolo
Chuj z nim, chuj z nim, sypie się panama;discopolo
Kochamy melanż do piątego rana;discopolo
Tańczą dziewczyny, tańczymy my;discopolo
Dzisiaj na pewno nie będę zły;discopolo
Flakon, flakon, alkoholik zakon;discopolo
Jak się trzymacie? Hmmm, jako tako;discopolo
Zepsute głowy, spaczone umysły;discopolo
Chcę tego jeszcze, poleci whiskey;discopolo
Wódka czy dobre czerwone winko;discopolo
Co się tak spinasz? Wyluzuj dziecinko;discopolo
Tak tu się płynie, jak stary ocean;discopolo
Reset głowy, dziś tego nam trzeba;discopolo
Relax, relax, przestań udawać;discopolo
Podbij tu do nas jak chcesz się wygadać;discopolo
Nie przejmuj byczku, trach po maluchu;discopolo
Dobra domówka, mam ją w serduchu;discopolo
Będzie gitarka, posłuchaj Arka;discopolo
Płynę jak barka, pozdrawiam, narka;discopolo
Melanż, terroryści, Warszawa nie Pakistan;discopolo
Jest znowu poranek, przystanek, ciężki stan;discopolo
Jak jarać, to grubo, jak pić, to do dna;discopolo
Dzisiaj walimy gołdę, niech zabawa trwa;discopolo
Dawaj muzę tę głośniej, niech usłyszą kurwy;discopolo
Tańce, swawole, głośno, rozruby;discopolo
Przypał na stole, ktoś dostaje krzesłem;discopolo
Wszystko rozsypał, i w dupę jeszcze;discopolo
Ogólny peklaż aż więdną ręce;discopolo
Lecę do kibla, dupy w łazience;discopolo
Rozmowy w toku, też dobre miejsce;discopolo
W ciągłym amoku, chcę tego więcej;discopolo
Dawaj na parkiet i w góre ręce;discopolo
Rozkręć ten balet, chcę tego jeszcze;discopolo
Crack, kokaina aż przejdą dreszcze;discopolo
Dobrze wspominać taką imprezkę;discopolo
Wpadnę tu nieraz, wpadnę na pewno;discopolo
Ruszaj swą dupą, nie bądź jak drewno;discopolo
Nie jesteś sama, a mi wszystko jedno;discopolo
Wypnij swój kukiel, dawaj mefedron;discopolo
Dzisiejszej nocy coś pęknie na pewno;discopolo
Nie będzie to ściana, Ty leć po następną;discopolo
Balet do rana, zrywany parkiet;discopolo
Odpal szampana, całkiem przypadkiem;discopolo
Wpada brygada z niezłym dodatkiem;discopolo
Kilkudniowy rejs, jednak czeka mnie przynajmniej;discopolo
Ej koleżko, patologia jest konkretna;discopolo
Bo niezła fantazja, bo wpadło trochę kwitu;discopolo
I po co tyle krzyku, że aż mnie boli głowa;discopolo
I po co tyle krzyku, pierdolnij se węgorza;discopolo
Wóda i towar, browar i trawa;discopolo
Puchnie wątroba, resetuje się bania;discopolo
Dopada deprecha, krecha zamiast śniadania;discopolo
Przez trzy dni melanżu odzwyczaił się od spania;discopolo
Z rana gorzała i kłótnia o głupoty;discopolo
Dupa sobie przypomniała, że dziś idzie do roboty;discopolo
No co Ty, kobieto, lepiej dzisiaj się zwolnij;discopolo
Zapomnij, szybko nie dojdziesz do siebie;discopolo
Ty niżej jutro w piekle i wyżej dzisiaj w niebie;discopolo
I znowu poleciałeś, tarzałeś się po glebie;discopolo
Ale ile przejebałeś, dopiero dotrze do Ciebie;discopolo
Ej, żadna dobra biba nie odbędzie się bez pancia;discopolo
Dopiero melanż puszcza, lecąc do pracy z rańca;discopolo
Są chipsy, są kanapki, jest wóda i napoje;discopolo
Nie ma co świrować, z początku browar doję;discopolo
Tłum ludzi połowa urwało się chuj wie skąd;discopolo
Jedni Ameryka, drudzy reflektują prąd;discopolo
Parkiet oblegany panie węszą i nęcą;discopolo
Męczą wodzą co trzecia z charakteru procą;discopolo
W kuchni konferencja wódy płynie Wenecja;discopolo
Sekcja styl dowolny, witam pato, eminencja;discopolo
W takich rauszach redukcja dwa kilo;discopolo
A do następnej wypłaty nie zgadza się bilon;discopolo
Damy walą wino, potem wchodzi wóda;discopolo
Potem damy dają, czarna, blond czy ruda;discopolo
Cicha kucharka robi z mięsem cuda;discopolo
Po upływie czasu i walenia gazu;discopolo
Uchyla włazu i wjeżdżasz do garażu;discopolo
Kiedy budzi się właściciel, zarządzają finish;discopolo
Ty ledwo widzisz i powrót se kminisz;discopolo
Pożegnalny wąs blatem wstrząs;discopolo
To tera ja, obok przeleciała flacha;discopolo
Dobra, daj spokój, dawaj lepiej macha;discopolo
Po węgorzu angielskie wyjście;discopolo
Ona idzie ze mną, jest pierwsza na liście;discopolo
Naćpane miasto, każdy na swój sposób;discopolo
Wypierdalać, nie róbta mi tu tłoku;discopolo
Bo chcę do taryfy zawinąć ją na hotel;discopolo
Dzisiaj będę kurwa dzikim kotem;discopolo
Wpadła nadwyżka, to lecim w tango;discopolo
Cztery węże, dobrze tu jak Rambo;discopolo
Naćpani wpadamy na pokoje;discopolo
Nie muszę chyba gadać co zaraz z nią zrobię;discopolo
Będzie ruchana dzisiaj na chama;discopolo
Węgorz, wąż, butelka od szampana;discopolo
Taki rozpiździej zawsze preferuję;discopolo
Mega luj Fazi lubi mieć w czubie;discopolo
Tylko ona jedyna swe ciało wciąz wygina;discopolo
Tylko ona jest moja kocham ją;discopolo
Gdy tańczy jestem w niebie przytulę ją do siebie;discopolo
Jest moja jest moja kocham ją;discopolo
Tylko ona jedyna swe ciało wciąz wygina;discopolo
Tylko ona jest moja kocham ją;discopolo
Gdy tańczy jestem w niebie przytulę ją do siebie;discopolo
Jest moja jest moja kocham ją;discopolo
Lubisz tańczyć do białego rana;discopolo
Uwodzić zaskakiwać lubisz to kochana;discopolo
Ja na Ciebie bardzo lubię patrzeć;discopolo
Bo jesteś dla mnie wszystkim jesteś moim skarbem;discopolo
Jesteś moim skarbem skarbem jesteś moim skarbem;discopolo
Tylko ona jedyna swe ciało wciąz wygina;discopolo
Tylko ona jest moja kocham ją;discopolo
Gdy tańczy jestem w niebie przytulę ją do siebie;discopolo
Jest moja jest moja kocham ją;discopolo
Lubisz tańczyć do białego rana;discopolo
Tak tylko dla mnie zatańcz dziś kochana;discopolo
Ja na Ciebie bardzo lubię patrzeć;discopolo
Bo jesteś dla mnie wszystkim jesteś moim skarbem;discopolo
Jesteś moim skarbem skarbem jesteś moim skarbem;discopolo
Tylko ona jedyna swe ciało wciąz wygina;discopolo
Tylko ona jest moja kocham ją;discopolo
Gdy tańczy jestem w niebie przytulę ją do siebie;discopolo
Jest moja jest moja kocham ją;discopolo
Tylko ona jedyna swe ciało wciąz wygina;discopolo
Tylko ona jest moja kocham ją;discopolo
Gdy tańczy jestem w niebie przytulę ją do siebie;discopolo
Jest moja jest moja kocham ją;discopolo
Tylko ona jedyna swe ciało wciąz wygina;discopolo
Tylko ona jest moja kocham ją;discopolo
Gdy tańczy jestem w niebie przytulę ją do siebie;discopolo
Jest moja jest moja kocham ją;discopolo
Kochaj albo nienawidź;discopolo
I tak rozpoznamy często tych ludzi w maskach;discopolo
Kochaj albo nienawidź;discopolo
Poznamy tych co mówią prawdziwe hasła;discopolo
Kochaj albo nienawidź;discopolo
I tak rozpoznamy każdy fałszywy aplauz;discopolo
Kochaj albo nienawidź;discopolo
Bo rozróżniamy te zachowania miasta;discopolo
To od lat tkwi mojej krwi i nic z tym nie zrobisz;discopolo
Zamieniam sny na czyny by żyć z tym do woli;discopolo
Mam pomysł dlaczego miałbym go nie zrealizować;discopolo
I tak powieszą na nas psy, bo coś się nie spodoba;discopolo
Pierdole opinie co nagminnie chcą nami szarpać;discopolo
Wiem po co idę i z kim u boku to mi wystarcza;discopolo
W mieście gniewu, interesów, stresu na co dzień;discopolo
Kocham i nienawidzę tym samym jak każdy człowiek;discopolo
W Tobie samych sukcesów, prostej miłości;discopolo
To nie znaczy święceń kiedy wielu błądzi;discopolo
Ja wrzucam na oś mieszankę dobra i złości;discopolo
Ta nowa salwa jest dla Nas i szczerej osobowości;discopolo
Nie oczekuje od Ciebie, że to zrozumiesz;discopolo
Traktuje ten bajzel z dużym dystansem;discopolo
A Ty schowaj ideały i nie polegnij w walce;discopolo
Kochaj albo nienawidź;discopolo
I tak rozpoznamy często tych ludzi w maskach;discopolo
Kochaj albo nienawidź;discopolo
Poznamy tych co mówią prawdziwe hasła;discopolo
Kochaj albo nienawidź;discopolo
I tak rozpoznamy każdy fałszywy aplauz;discopolo
Kochaj albo nienawidź;discopolo
Bo rozróżniamy te zachowania miasta;discopolo
Nie czujesz nic, gdy kolejny nawija przeciętnie;discopolo
Ewidentnie nie przejdziesz obojętnie;discopolo
Wkładam w to serce, mam swoją wersję;discopolo
Jedni będą kochać, inni mieć awersję;discopolo
Liryczne impresje;discopolo
Majki chwyta, to nie lipa;discopolo
Elita wita na bitach, wywołując epilepsje;discopolo
To prawda, znamy i mamy koneksje;discopolo
Kontrowersje, w tej kwestii mam obsesję;discopolo
Chcesz morały prawić;discopolo
Kochaj lub nienawidź;discopolo
A potem wejdź na bit i daj się zabić;discopolo
To grzązki teren, wiesz przeżyłem wiele;discopolo
Jestem snajperem, sam wybieram moje cele;discopolo
Joł, nacja, dym mój i płynów synu;discopolo
Walczymy do końca, jak Kommodus i Maximus;discopolo
Nie jestem tu po to byś mnie kochał;discopolo
Trzy razy H, inaczej H do H do H;discopolo
Kochaj albo nienawidź;discopolo
I tak rozpoznamy często tych ludzi w maskach;discopolo
Kochaj albo nienawidź;discopolo
Poznamy tych co mówią prawdziwe hasła;discopolo
Kochaj albo nienawidź;discopolo
I tak rozpoznamy każdy fałszywy aplauz;discopolo
Kochaj albo nienawidź;discopolo
Bo rozróżniamy te zachowania miasta;discopolo
To Hip-Hop, kultura, my ją mamy we krwi;discopolo
Tak latamy po bibach, zwijamy staf w bletki;discopolo
Miasto tętni rytmem zła, nic nie poradzisz;discopolo
Oceń życie sam, kochaj albo nienawidź;discopolo
Trzeba sobie poradzić, iść pod swoje dyktando;discopolo
Bo nienawiść fascynuje, a miłość pcha na dno;discopolo
Bardzo często łatwo w tym orjentację stracić;discopolo
Więc jednoznacznie kochaj albo nienawidź;discopolo
„Pić , palić” - wielu uważa to za normę;discopolo
Jak to ze każdy z nas pogonił kiedyś komuś torbę;discopolo
To życie gdzie Twój zły wybór często może zabić;discopolo
Złożymy jego portret Kochaj albo nienawidź;discopolo
Nocne przekręty to trendy, brudne zapędy;discopolo
Dzielnicy obręby, krajów podwórkowe bębny;discopolo
Suma styli odrębnych gdzie za błędy każdy płaci;discopolo
Kochaj albo nienawidź;discopolo
I tak rozpoznamy często tych ludzi w maskach;discopolo
Kochaj albo nienawidź;discopolo
Poznamy tych co mówią prawdziwe hasła;discopolo
Kochaj albo nienawidź;discopolo
I tak rozpoznamy każdy fałszywy aplauz;discopolo
Kochaj albo nienawidź;discopolo
Bo rozróżniamy te zachowania miasta;discopolo
Marihuana - uzdrowienie narodu;discopolo
Sprawdź to, rastafarai;discopolo
Marihuana, w bletce polski numer jeden;discopolo
I gdy podpalam gibona, zaczyna płonąć belweder;discopolo
Podnieś blanta w góra, je, je;discopolo
Marihuana, w bletce polski numer jeden;discopolo
